,游戏名称,评分,类别,语言,热度,最后更新时间,游戏版本,资费,开发商,支持系统,评论数,喜欢数,开发游戏个数,isdata,score,Chinese,English,Japanese,Korean,heat,year,month,day,pay,system,containGames,gameversion
139,熊出没之熊大快跑,4.6,益智休闲,中文,55℃,2016/9/8,2.3.8,道具收费,合肥乐堂动漫信息技术有限公司,2.2以上,1447,107,2,0,0,1,0,0,0,55,0,3,114,0,2.2,0,2 
140,自杀突击队:特别行动(含数据包),7.3,射击游戏,"英文, 中文",55℃,2016/8/29,1.1.3,完全免费,WBIE,4.0以上,908,1948,5,1,0,1,1,0,0,55,0,4,124,1,4,0,1 
141,音速出击汉化破解版(含数据包),9,音乐游戏,中文,55℃,2013/12/5,1.0.6,完全免费,Neowiz,2.2以上,6774,880,4,1,1,1,0,0,0,55,3,36,1122,1,2.2,0,1 
142,愤怒的小鸟太空版高清版,5.1,益智休闲,英文,55℃,2015/7/3,2.2.0,完全免费,Rovio,2.3以上,648,107,17,0,0,0,1,0,0,55,1,17,547,1,2.3,0,2 
143,速度与激情6(含数据包),5.5,竞速游戏,中文,55℃,2014/10/27,4.1.2,完全免费,Kabam,2.3以上,2583,439,1,1,0,1,0,0,0,55,2,26,796,1,2.3,0,4 
144,死亡空间内购破解直装版,6.9,角色扮演,中文,55℃,2014/8/6,1.1.40,完全免费,EA,2.1以上,4862,2556,28,0,0,1,0,0,0,55,2,28,878,1,2.1,0,1 
145,武士剑虎,7.8,角色扮演,英文,55℃,2014/8/4,1.2.5,完全免费,BerkBox,2.3以上,1125,286,1,0,1,0,1,0,0,55,2,28,880,1,2.3,0,1 
146,手势舞蹈,5.5,音乐游戏,英文,55℃,2014/7/28,1.5.4,完全免费,ProGaming,2.3.3以上,616,125,1,0,0,0,1,0,0,55,2,29,887,1,2.33,0,1 
147,像素鸟,5.5,益智休闲,英文,55℃,2014/2/8,1.3,完全免费,.GEARS Studios,2.2以上,2392,176,2,0,0,0,1,0,0,55,2,34,1057,1,2.2,0,1 
148,猴子也疯狂中国版,,益智休闲,"中文, 韩文",55℃,2013/4/12,1.00.05,完全免费,Com2uS,2.2以上,692,109,21,0,0,1,0,0,1,55,3,44,1359,1,2.2,0,1 
149,武士2复仇中文内购破解版,6.7,角色扮演,中文,55℃,2012/9/30,1,完全免费,Madfinger Games,1.5以上,2405,1402,6,0,0,1,0,0,0,55,4,51,1553,1,1.5,1,1
150,植物大战僵尸2中文版,7.6,策略塔防,中文,54℃,2016/9/29,1.9.0,道具收费,拓维信息系统股份有限公司,2.3以上,1116,377,4,0,1,1,0,0,0,54,0,3,93,0,2.3,0,1 
151,火柴人联盟,7.6,格斗游戏,中文,54℃,2016/9/27,1.9.3,道具收费,互爱（北京）科技有限公司,2.2以上,4545,1439,1,0,1,1,0,0,0,54,0,3,95,0,2.2,0,1 
152,我的世界:故事模式破解版(含数据包),8.4,角色扮演,"英文, 中文",54℃,2016/5/27,1.33,完全免费,Telltale Games,2.3.3以上,10736,6962,3,1,1,1,1,0,0,54,0,7,218,1,2.33,1,1 
153,刺客信条:海盗奇航(含数据包),7.9,动作游戏,中文,54℃,2016/7/14,2.9.1,完全免费,Ubisoft育碧,4.0以上,13553,5445,10,1,1,1,0,0,0,54,0,5,170,1,4,0,2 
154,午夜狂飙2,,竞速游戏,英文,54℃,2016/6/20,1.0.4,完全免费,ICLOUDZONE INC.,2.3以上,635,18,2,0,0,0,1,0,0,54,0,6,194,1,2.3,0,1 
155,庞然巨物,7.7,益智休闲,"中文, 韩文",54℃,2016/6/8,1.1.1,完全免费,Halfbrick Studios,4.0.3以上,1906,709,3,0,1,1,0,0,1,54,0,6,206,1,4.03,0,1 
156,这是我的战争(含数据包),9.3,模拟经营,"英文, 中文",54℃,2016/3/18,1.3.9,完全免费,11 bit studios,4.0以上,27485,13323,3,1,1,1,1,0,0,54,0,9,288,1,4,0,1 
157,瘟疫公司,7.3,策略塔防,中文,54℃,2016/1/29,1.1.2,道具收费,北京寻梦科技有限公司,2.2以上,5028,1223,1,0,0,1,0,0,0,54,0,11,337,0,2.2,0,1 
158,死亡扳机修改版(含数据包),8.2,射击游戏,英文,54℃,2016/1/15,1.9.5,完全免费,Madfinger Games,2.3.3以上,10701,1836,6,1,1,0,1,0,0,54,0,11,351,1,2.33,1,1 
159,监狱脱出少女Lie汉化版,6.2,冒险解谜,中文,54℃,2013/8/9,1.2,完全免费,Ateam Inc.,2.3.3以上,1769,1450,1,0,0,1,0,0,0,54,3,40,1240,1,2.33,0,1 
160,阿尔龙:剑影(含数据包),7.5,角色扮演,英文,54℃,2015/10/22,4.53,完全免费,Crescent Moon,2.3以上,5630,2984,8,1,1,0,1,0,0,54,1,14,436,1,2.3,0,4 
161,亡灵杀手:夏侯惇,5.9,动作游戏,中文,54℃,2015/9/7,3.5.0,道具收费,触控科技,2.3.3以上,1200,455,9,0,0,1,0,0,0,54,1,15,481,0,2.33,0,3 
162,文明:变革2中文版(含数据包),8.2,策略塔防,中文,54℃,2014/11/17,1.3.1,完全免费,2K Games,3.0以上,6513,6325,9,1,1,1,0,0,0,54,2,25,775,1,3,1,1 
163,神秘地域:伊班的足迹(含数据包),7,动作游戏,"英文, 中文",54℃,2014/10/28,1.4,完全免费,Semaphore Studios,4.1以上,2796,4304,1,1,0,1,1,0,0,54,2,26,795,1,4.1,0,1 
164,NBA2K14谷歌市场版(含数据包),7.8,体育运动,"英文, 中文",54℃,2014/3/28,1,完全免费,2K Games,4.0以上,1925,572,9,1,1,1,1,0,0,54,2,33,1009,1,4,1,1
165,神石传说之亚伦传,5.1,角色扮演,中文,54℃,2013/12/16,1.4.3,完全免费,INFRAWARE,2.2以上,1275,851,1,0,0,1,0,0,0,54,3,36,1111,1,2.2,0,1 
166,实况足球2011(含数据包),5.8,体育运动,英文,54℃,2013/12/7,1.0.6,完全免费,科乐美,1.6以上,1686,112,3,1,0,0,1,0,0,54,3,36,1120,1,1.6,0,1 
167,坚守阵地汉化版,5.1,策略塔防,中文,54℃,2011/8/9,1.04,完全免费,"Subatomic Studios, LLC",2.1以上,1514,168,1,0,0,1,0,0,0,54,5,64,1971,1,2.1,0,1 
168,疯狂卡丁车,5.4,竞速游戏,英文,54℃,2010/12/16,1.2.7,完全免费,Polarbit,1.5以上,1064,41,6,0,0,0,1,0,0,54,6,72,2207,1,1.5,0,1 
169,未上锁的房间2汉化版(含数据包),8.5,冒险解谜,中文,53℃,2014/4/29,1,完全免费,Fireproof Games,2.3以上,5958,3854,2,1,1,1,0,0,0,53,2,32,977,1,2.3,1,1
170,侠盗猎车手:自由城故事修改版(含数据包),7,角色扮演,英文,53℃,2016/7/22,2.2,完全免费,Rockstar Games,4.0以上,7100,2328,6,1,0,0,1,0,0,53,0,5,162,1,4,1,2 
171,见缝插针,5.3,益智休闲,英文,53℃,2016/8/1,1.5.7,完全免费,General Adaptive Apps Pty Ltd,3.0以上,1496,426,1,0,0,0,1,0,0,53,0,4,152,1,3,0,1 
172,搏击长空:风暴特工队(含数据包),7.9,飞行游戏,"英文, 中文",53℃,2016/4/1,1.0.5,完全免费,Atypical Games,4.1以上,4870,3539,1,1,1,1,1,0,0,53,0,8,274,1,4.1,1,1 
173,生存战争,7.4,角色扮演,英文,53℃,2016/3/31,1.29.17.0,完全免费,Candy Rufus Games,2.3.3以上,4390,796,1,0,0,0,1,0,0,53,0,9,275,1,2.33,1,1 
174,博德之门增强版(含数据包),5.9,角色扮演,"英文, 中文, 韩文, 日文",53℃,2014/5/10,1.3,完全免费,Beamdog,3.0以上,2369,1902,1,1,0,1,1,1,1,53,2,31,966,1,3,0,1 
175,天天连萌,4.8,益智休闲,中文,53℃,2013/11/15,1.0.9.0,完全免费,腾讯,2.2以上,589,14,9,0,0,1,0,0,0,53,3,37,1142,1,2.2,0,1 
176,急速飙车,4.8,竞速游戏,英文,53℃,2013/7/25,1.2.6,完全免费,OoO studio,2.2以上,629,30,2,0,0,0,1,0,0,53,3,41,1255,1,2.2,0,1 
177,口袋公主直装汉化版,5.9,养成游戏,中文,53℃,2013/5/17,1.029,完全免费,"GameOn Co., Ltd.",2.1以上,1030,1038,1,0,0,1,0,0,0,53,3,43,1324,1,2.1,0,1 
178,模拟城市:建造,8.1,模拟经营,中文,52℃,2016/9/27,1.15.9.48109,完全免费,EA,2.3.3以上,5972,2884,28,0,1,1,0,0,0,52,0,3,95,1,2.33,0,1 
179,英雄传说修改版,8.2,策略塔防,英文,52℃,2015/12/9,2.1.0,完全免费,Maya,2.3.3以上,7942,1236,1,0,1,0,1,0,0,52,1,12,388,1,2.33,0,2 
180,幸运破解器,6.3,游戏工具,中文,52℃,2016/9/9,6.2.6,完全免费,,2.0以上,2187,982,0,0,0,1,0,0,0,52,0,3,113,1,2,0,6 
181,僵尸尖叫,5.5,益智休闲,中文,52℃,2016/9/9,2.3.5,道具收费,掌游天下（北京）信息技术有限公司,2.3以上,760,178,2,0,0,1,0,0,0,52,0,3,113,0,2.3,0,2 
182,音速小子索尼克4:第二章(含数据包),7.7,益智休闲,中文,52℃,2016/8/19,1.9,完全免费,SEGA世嘉,3.0以上,1434,833,14,1,1,1,0,0,0,52,0,4,134,1,3,0,1 
183,死在百慕大汉化版(含数据包),6.8,冒险解谜,中文,52℃,2016/7/18,1.02,完全免费,Plug In Digital,4.4以上,722,2648,1,1,0,1,0,0,0,52,0,5,166,1,4.4,0,1 
184,勇闯死人谷,7.7,动作游戏,英文,52℃,2016/7/28,2.3.2,完全免费,PIKPOK,4.1以上,2234,975,2,0,1,0,1,0,0,52,0,5,156,1,4.1,0,2 
185,勇者斗恶龙8汉化版(含数据包),8.5,角色扮演,中文,52℃,2016/3/24,1.0.4,完全免费,SQEX,4.0以上,7226,2960,18,1,1,1,0,0,0,52,0,9,282,1,4,0,1 
186,神偷奶爸：小黄人快跑,8,益智休闲,中文,52℃,2016/5/17,4.1.3,道具收费,中手游,2.3以上,3698,383,1,0,1,1,0,0,0,52,0,7,228,0,2.3,0,4 
187,孤岛余生2付费完整版(含数据包),7.9,模拟经营,"英文, 中文",52℃,2016/4/12,1.2,完全免费,G5,2.3.3以上,1606,1612,13,1,1,1,1,0,0,52,0,8,263,1,2.33,0,1 
188,地狱边境修改版(含数据包),9,冒险解谜,中文,52℃,2015/3/13,1.3,完全免费,Playdead,2.3以上,9640,6513,1,1,1,1,0,0,0,52,1,21,659,1,2.3,0,1 
189,小小盗贼(含数据包),6.4,冒险解谜,英文,52℃,2014/10/17,1.2.1,完全免费,Rovio,2.3.3以上,1973,1849,17,1,0,0,1,0,0,52,2,26,806,1,2.33,0,1 
190,侠盗猎车手:血战唐人街(含数据包),8.2,角色扮演,英文,52℃,2015/2/26,1.01,完全免费,Rockstar Games,4.0以上,9708,2858,6,1,1,0,1,0,0,52,1,22,674,1,4,1,1 
191,和风物语,7.5,模拟经营,中文,52℃,2015/7/1,1.5.12,完全免费,Nubee,2.3以上,8001,506,1,0,1,1,0,0,0,52,1,17,549,1,2.3,0,1 
192,踪迹:谋杀之谜游戏汉化版,8.6,冒险解谜,中文,52℃,2015/6/17,1.5.2,完全免费,Relentless Software,4.0以上,4388,2919,1,0,1,1,0,0,0,52,1,18,563,1,4,0,1 
193,植物大战僵尸电子市场免验证版(含数据包),6,策略塔防,英文,52℃,2015/6/4,6.0.1,完全免费,EA,2.3.3以上,1851,225,28,1,0,0,1,0,0,52,1,18,576,1,2.33,0,6 
194,弹射圆环,5.8,益智休闲,英文,52℃,2015/2/17,2.9.6,完全免费,Ultrateam,4.0以上,690,636,1,0,0,0,1,0,0,52,1,22,683,1,4,0,2 
195,QQ欢乐斗地主,4.9,棋牌游戏,中文,52℃,2014/10/16,1.2,完全免费,腾讯,1.5以上,513,60,9,0,0,1,0,0,0,52,2,26,807,1,1.5,0,1 
196,GLU金币修改器,5,游戏工具,英文,52℃,2014/3/31,3,完全免费,,2.1以上,2415,700,0,0,0,0,1,0,0,52,2,33,1006,1,2.1,0,3
197,3D极速狂飙:漂移都市,,竞速游戏,中文,52℃,2013/12/17,1.9.9,完全免费,智道科技,2.1以上,977,25,1,0,0,1,0,0,0,52,3,36,1110,1,2.1,0,1 
198,混沌之戒2(含数据包+钛备份),8.7,角色扮演,"英文, 中文, 日文",52℃,2013/3/14,1.0.0,完全免费,SQEX,2.3以上,8659,3377,18,1,1,1,1,1,0,52,3,45,1388,1,2.3,0,1 
199,VR网球挑战赛(含数据包),8.7,体育运动,中文,52℃,2013/12/7,4.5.4,完全免费,SEGA世嘉,2.3以上,4844,795,14,1,1,1,0,0,0,52,3,36,1120,1,2.3,0,4 
200,超级救火队2全关卡解锁版,5.4,益智休闲,中文,52℃,2013/7/22,1.0.0,完全免费,Mediocre,2.3以上,854,569,2,0,0,1,0,0,0,52,3,41,1258,1,2.3,0,1 
201,3D台球,,益智休闲,中文,52℃,2012/9/15,1.8.0,完全免费,,1.5以上,617,72,0,0,0,1,0,0,0,52,4,51,1568,1,1.5,0,1 
202,太平洋海军航空兵完整版,5.5,飞行游戏,英文,52℃,2012/6/12,2.6.4,完全免费,DotSight Software,2.1以上,894,94,1,0,0,0,1,0,0,52,4,54,1663,1,2.1,0,2 
203,捕鱼大满贯,5.3,益智休闲,中文,51℃,2016/9/26,1.7.7,道具收费,上海时与光企业发展有限公司,4.2以上,985,25,2,0,0,1,0,0,0,51,0,3,96,0,4.2,0,1 
204,机械挑战(含数据包),5.8,益智休闲,"英文, 中文",51℃,2016/9/19,1.4,完全免费,Perchang,4.0.3以上,116,1016,1,1,0,1,1,0,0,51,0,3,103,1,4.03,0,1 
205,阿尔托的冒险,7.1,益智休闲,中文,51℃,2016/7/15,1.3.5,完全免费,Noodlecake,2.3以上,2698,2285,5,0,0,1,0,0,0,51,0,5,169,1,2.3,0,1 
206,史上最倒霉的游戏,6,冒险解谜,中文,51℃,2015/12/10,1.1.1,完全免费,Spil Games,2.3以上,1719,563,1,0,0,1,0,0,0,51,1,12,387,1,2.3,1,1 
207,极品钢琴,5.8,益智休闲,英文,51℃,2016/6/8,4.3,完全免费,极品钢琴,2.1以上,743,135,1,0,0,0,1,0,0,51,0,6,206,1,2.1,0,4 
208,最终幻想6免验证版(含数据包),8.7,角色扮演,"中文, 韩文, 日文",51℃,2015/12/4,2.1.6,完全免费,SQEX,3.2以上,5515,1846,18,1,1,1,0,1,1,51,1,12,393,1,3.2,0,2 
209,王国保卫战(含数据包),7.8,策略塔防,英文,51℃,2015/10/12,2.6.5,完全免费,Ironhide Game,4.0以上,1857,1109,3,1,1,0,1,0,0,51,1,14,446,1,4,0,2 
210,扩散性百万亚瑟王日本版,5,角色扮演,日文,51℃,2015/7/1,3.2.2,完全免费,SQEX,2.2以上,1111,218,18,0,0,0,0,1,0,51,1,17,549,1,2.2,0,3 
211,小王子复国战(含数据包),7.8,策略塔防,中文,51℃,2013/7/12,1.6.1,完全免费,flaregames,2.2以上,1814,1208,1,1,1,1,0,0,0,51,3,41,1268,1,2.2,0,1 
212,使命召唤:突击队汉化修改版(含数据包),8.2,射击游戏,"英文, 中文",51℃,2014/6/27,1.0.30.40254,完全免费,"Activision Publishing, Inc.",4.0以上,20062,7728,2,1,1,1,1,0,0,51,2,30,918,1,4,0,1 
213,异形2(含数据包),8.7,策略塔防,英文,51℃,2014/6/26,1.2,完全免费,11 bit studios,2.2以上,5507,2778,3,1,1,0,1,0,0,51,2,30,919,1,2.2,0,1 
214,死亡飞车,5.1,竞速游戏,英文,51℃,2013/12/19,1.7,完全免费,Evil Indie Games,2.0.1以上,726,13,1,0,0,0,1,0,0,51,3,36,1108,1,2.01,1,1 
215,血饮狂刀,,动作游戏,英文,51℃,2013/5/19,1.0.6,完全免费,Gamelion Studios,2.0以上,1021,85,4,0,0,0,1,0,0,51,3,43,1322,1,2,0,1 
216,小怪兽求包养2,7.5,益智休闲,英文,51℃,2013/5/17,1.0.8,完全免费,Bit Ate Bit,2.1以上,744,256,2,0,1,0,1,0,0,51,3,43,1324,1,2.1,0,1 
217,弹壳:地狱佳丽(含数据包),5.1,飞行游戏,英文,51℃,2012/12/10,2.0.0,完全免费,Glu,2.1以上,2012,999,38,1,0,0,1,0,0,51,4,48,1482,1,2.1,0,2 
218,地牢猎人汉化版(含数据包),5.4,角色扮演,中文,51℃,2011/12/1,3.1.1,完全免费,Gameloft,2.0以上,1624,338,32,1,0,1,0,0,0,51,5,60,1857,1,2,0,3 
219,愤怒的小鸟卡丁车(含数据包),8.3,竞速游戏,中文,50℃,2016/9/29,2.3.6,完全免费,Rovio,2.3.3以上,7259,1018,17,1,1,1,0,0,0,50,0,3,93,1,2.33,0,2 
220,僵尸山羊(含数据包),7,角色扮演,中文,50℃,2016/9/27,1.3.5,完全免费,Coffee Stain Studios,4.0.3以上,3329,1920,4,1,0,1,0,0,0,50,0,3,95,1,4.03,0,1 
221,饥饿鲨世界3D(含数据包),5.8,益智休闲,英文,50℃,2016/9/2,1.4.0,完全免费,Ubisoft育碧,4.2以上,2510,808,10,1,0,0,1,0,0,50,0,3,120,1,4.2,0,1 
222,小小弓手,5.9,益智休闲,英文,50℃,2016/8/29,1.6.25.0,完全免费,1DER,4.3以上,225,749,1,0,0,0,1,0,0,50,0,4,124,1,4.3,0,1 
223,内购大师,5,游戏工具,英文,50℃,2016/8/12,1.2.9,完全免费,,2.3以上,1747,1068,0,0,0,0,1,0,0,50,0,4,141,1,2.3,0,1 
224,桥梁构造者完整版,6.3,益智休闲,中文,50℃,2016/6/23,5.1,完全免费,ClockStone STUDIO,4.0.3以上,1107,593,1,0,0,1,0,0,0,50,0,6,191,1,4.03,0,5 
225,战地:红色警戒,5.1,策略塔防,中文,50℃,2016/4/17,4.7.52,完全免费,Empire Game Studio,2.3以上,1281,200,1,0,0,1,0,0,0,50,0,8,258,1,2.3,0,4 
226,愤怒的小鸟星球大战2,8.7,益智休闲,英文,50℃,2016/1/26,1.9.1,完全免费,Rovio,4.1以上,4101,166,17,0,1,0,1,0,0,50,0,11,340,1,4.1,0,1 
227,变脸僵尸,4.9,益智休闲,英文,50℃,2015/12/9,4.41,完全免费,"MotionPortrait, Inc",2.3以上,1071,97,2,0,0,0,1,0,0,50,1,12,388,1,2.3,0,4 
228,雷曼:丛林探险解锁版(含数据包),9,动作游戏,中文,50℃,2015/12/1,2.3.2,完全免费,Ubisoft育碧,2.3.3以上,5801,1105,10,1,1,1,0,0,0,50,1,12,396,1,2.33,0,2 
229,冰块切割,5.3,益智休闲,英文,50℃,2015/7/2,2.4.7,完全免费,Hyperkani,2.3以上,578,90,1,0,0,0,1,0,0,50,1,17,548,1,2.3,0,2 
230,符文大师,8.2,益智休闲,中文,50℃,2015/2/2,3.3.3,完全免费,"ATTOMEDIA, Inc.",2.2以上,4376,317,1,0,1,1,0,0,0,50,1,22,698,1,2.2,0,3 
231,射杀僵尸:地狱门,5,射击游戏,中文,50℃,2014/10/20,5.3,完全免费,PNIX Games,2.3以上,906,143,1,0,0,1,0,0,0,50,2,26,803,1,2.3,1,5 
232,三国群英传1,7.1,策略塔防,中文,50℃,2014/6/5,1.2.0,完全免费,,2.3以上,1987,861,0,0,0,1,0,0,0,50,2,30,940,1,2.3,0,1 
233,激烈NDS模拟器,5.1,游戏工具,中文,50℃,2014/4/23,r2.2.1.2a,完全免费,,2.3以上,1247,241,0,0,0,1,0,0,0,50,2,32,983,1,2.3,0,2 
234,枪火兄弟连2中文版(含数据包),7.7,射击游戏,中文,50℃,2014/1/6,1.2.3,完全免费,Glu,2.1以上,3287,1118,38,1,1,1,0,0,0,50,2,35,1090,1,2.1,0,1 
235,口袋地狱(含数据包),7.9,动作游戏,英文,50℃,2013/12/6,1,完全免费,SEGA世嘉,2.3.3以上,645,288,14,1,1,0,1,0,0,50,3,36,1121,1,2.33,0,1
236,怪物射击,5.2,射击游戏,英文,50℃,2013/10/10,1.7,完全免费,Gamelion Studios,2.3.3以上,846,113,4,0,0,0,1,0,0,50,3,38,1178,1,2.33,0,1 
237,三国志,7.9,动作游戏,中文,50℃,2012/9/13,1.6,完全免费,,2.1以上,749,133,0,0,1,1,0,0,0,50,4,51,1570,1,2.1,0,1 
238,宠物小精灵,5,益智休闲,英文,50℃,2010/11/24,3.5,完全免费,,2.1以上,656,30,0,0,0,0,1,0,0,50,6,73,2229,1,2.1,0,3 
239,生命线:危机热线汉化版,6.8,冒险解谜,中文,49℃,2016/9/26,1,完全免费,3 Minute Games,4.0.3以上,289,743,3,0,0,1,0,0,0,49,0,3,96,1,4.03,1,1
240,饥饿鲨：进化,6.5,益智休闲,中文,49℃,2016/9/26,3.7.2.4,道具收费,北京掌趣科技股份有限公司,4.0以上,1156,814,2,0,0,1,0,0,0,49,0,3,96,0,4,0,3 
241,PSP模拟器,6.4,游戏工具,中文,49℃,2016/9/19,1.3.0.1,完全免费,Henrik Rydg<U+00E5>rd,2.3以上,3559,750,1,0,0,1,0,0,0,49,0,3,103,1,2.3,0,1 
242,宝石迷阵闪电战,8.1,益智休闲,英文,49℃,2016/9/14,1.22.0.93,完全免费,EA,2.3.3以上,3898,47,28,0,1,0,1,0,0,49,0,3,108,1,2.33,0,1 
243,割绳子2,5.4,益智休闲,中文,49℃,2016/9/9,2.3.5,道具收费,游道易,4.1以上,734,222,4,0,0,1,0,0,0,49,0,3,113,0,4.1,0,2 
244,史诗防御战:元素力量,5.1,策略塔防,英文,49℃,2016/8/18,1.1.0.5,完全免费,"DreamStudio, LLC",2.3以上,705,51,1,0,0,0,1,0,0,49,0,4,135,1,2.3,0,1 
245,猫狗大战2,5.1,策略塔防,英文,49℃,2016/8/15,2.2,完全免费,WestRiver,2.3以上,1137,167,5,0,0,0,1,0,0,49,0,4,138,1,2.3,0,2 
246,生存岛2016:野蛮完整汉化版,5.4,模拟经营,"英文, 中文",49℃,2016/6/1,1,完全免费,GameFirstMobile,2.3以上,694,2877,1,0,0,1,1,0,0,49,0,6,213,1,2.3,0,1
247,消灭糖果星星,,益智休闲,中文,49℃,2016/3/1,3.0.5,道具收费,深圳市唯变科技开发有限公司,2.3以上,479,25,1,0,0,1,0,0,0,49,0,9,305,0,2.3,0,3 
248,FIFA16免验证版(含数据包),8.2,体育运动,英文,49℃,2016/1/22,3.2.113645,完全免费,EA,4.4以上,6819,1894,28,1,1,0,1,0,0,49,0,11,344,1,4.4,0,3 
249,泡泡出击,,益智休闲,英文,49℃,2015/11/25,1.07,完全免费,GAMEON,2.3以上,626,39,1,0,0,0,1,0,0,49,1,13,402,1,2.3,0,1 
250,史上最牛的游戏2中文版,8,益智休闲,中文,49℃,2015/10/20,20,道具收费,北京润德嘉华科技有限公司,2.2以上,4183,133,1,0,1,1,0,0,0,49,1,14,438,0,2.2,0,20
251,禁锢坦克3D精简版,5,射击游戏,英文,49℃,2015/10/19,2.14.61,完全免费,Lone Dwarf Games Inc,2.3以上,609,59,2,0,0,0,1,0,0,49,1,14,439,1,2.3,1,2 
252,怪物猎人DH(含数据包),5.2,动作游戏,英文,49℃,2015/6/4,1.00.00,完全免费,Capcom,2.2以上,1530,836,4,1,0,0,1,0,0,49,1,18,576,1,2.2,0,1 
253,山脊赛车:滑流修改版(含数据包),8.4,竞速游戏,中文,49℃,2014/11/6,2.3.1,完全免费,南梦宫NAMCO,4.0以上,5127,2190,4,1,1,1,0,0,0,49,2,25,786,1,4,0,2 
254,愤怒的小鸟星球大战2无广告版,8.7,益智休闲,英文,49℃,2014/10/9,1.7.1,完全免费,Rovio,2.3以上,5102,195,17,0,1,0,1,0,0,49,2,26,814,1,2.3,0,1 
255,加菲猫卡丁车修改版(含数据包),7.9,竞速游戏,英文,49℃,2014/4/16,1.1,完全免费,Anuman,3.0以上,982,270,1,1,1,0,1,0,0,49,2,32,990,1,3,0,1 
256,僵尸世界大战(含数据包),7.2,射击游戏,中文,49℃,2013/12/7,1.3.2,完全免费,Paramount Digital Entertainment,3.2以上,4291,3047,2,1,0,1,0,0,0,49,3,36,1120,1,3.2,0,1 
257,地牢守护者(含数据包),5.3,角色扮演,英文,49℃,2013/12/7,5.38,完全免费,Trendy,2.1以上,2707,677,1,1,0,0,1,0,0,49,3,36,1120,1,2.1,0,5 
258,职业杀手:僵尸之城2,5.9,射击游戏,英文,49℃,2013/12/6,2.0.1,完全免费,Glu,2.1以上,2008,602,38,0,0,0,1,0,0,49,3,36,1121,1,2.1,0,2 
259,武士大战僵尸2中文版(含数据包),7.9,动作游戏,中文,49℃,2013/12/5,2.1.0,完全免费,Glu,2.1以上,3590,597,38,1,1,1,0,0,0,49,3,36,1122,1,2.1,0,2 
260,阳光走私船,7.3,竞速游戏,中文,49℃,2013/11/26,1.4.3,完全免费,Vector Unit,2.3以上,885,177,3,0,0,1,0,0,0,49,3,37,1131,1,2.3,0,1 
261,恐龙快打无限币摇杆版,5,动作游戏,中文,49℃,2013/7/19,13.3.5,完全免费,,2.1以上,645,59,0,0,0,1,0,0,0,49,3,41,1261,1,2.1,0,13
262,黑暗旅行,6.1,益智休闲,中文,49℃,2013/1/5,1.1.4,完全免费,Chillingo,2.2以上,884,1013,10,0,0,1,0,0,0,49,3,47,1456,1,2.2,0,1 
263,终极三国学院,5.3,角色扮演,中文,49℃,2012/9/10,4,完全免费,阿皮吉,1.5以上,689,97,1,0,0,1,0,0,0,49,4,51,1573,1,1.5,0,4
264,冒险迷宫村汉化版,7.8,模拟经营,中文,49℃,2012/3/24,1.0.1,完全免费,Kairosoft,1.6以上,1236,666,8,0,1,1,0,0,0,49,4,57,1743,1,1.6,0,1 
265,百战天虫中文破解版,5.6,益智休闲,中文,49℃,2012/3/9,0.0.95,完全免费,EA,1.6以上,918,211,28,0,0,1,0,0,0,49,4,57,1758,1,1.6,0,0 
266,游戏王:决斗新世代汉化版(含数据包),7.6,棋牌游戏,中文,48℃,2015/3/12,1,完全免费,科乐美,3.0以上,5016,5292,3,1,1,1,0,0,0,48,1,21,660,1,3,0,1
267,部落冲突：皇室战争,8,策略塔防,"英文, 中文",48℃,2016/9/20,1.5.0,完全免费,Supercell,4.0.3以上,7735,1218,2,0,1,1,1,0,0,48,0,3,102,1,4.03,0,1 
268,迷之国度,6.7,角色扮演,中文,48℃,2016/8/24,1.21,道具收费,南京魔力多网络科技有限公司,2.3以上,1047,2111,1,0,0,1,0,0,0,48,0,4,129,0,2.3,0,1 
269,愤怒的小鸟内购破解版,5,益智休闲,英文,48℃,2016/8/11,6.1.0,完全免费,Rovio,4.1以上,724,141,17,0,0,0,1,0,0,48,0,4,142,1,4.1,0,6 
270,日在校园汉化版,6.6,模拟经营,中文,48℃,2016/8/6,1.07,完全免费,MDickie,2.2以上,1026,1004,1,0,0,1,0,0,0,48,0,4,147,1,2.2,0,1 
271,三维迷宫完整版,5.3,益智休闲,中文,48℃,2016/3/13,1.7.2,完全免费,FridgeCat Software,1.6以上,650,126,2,0,0,1,0,0,0,48,0,9,293,1,1.6,0,1 
272,泽诺尼亚传奇4,8.5,角色扮演,"英文, 韩文",48℃,2016/2/2,1.1.8,完全免费,GAMEVIL,2.1以上,7856,1208,22,0,1,0,1,0,1,48,0,10,333,1,2.1,0,1 
273,三维保龄球,,益智休闲,英文,48℃,2015/10/19,2.9,完全免费,Italy Games,2.0.1以上,636,41,1,0,0,0,1,0,0,48,1,14,439,1,2.01,1,2 
274,孤岛余生2完整版(含数据包),7.9,模拟经营,中文,48℃,2014/1/24,1,完全免费,G5,2.3.3以上,3441,2174,13,1,1,1,0,0,0,48,2,35,1072,1,2.33,0,1
275,爸爸去哪儿,7.5,益智休闲,中文,48℃,2015/2/13,2.2.0,道具收费,成都蓝飞互娱科技有限公司,2.3以上,1124,49,2,0,1,1,0,0,0,48,1,22,687,0,2.3,0,2 
